percent_bachelor_or_above,name,state_fips,district,year,congress_session
10.9,"Congressional District 17 (110th Congress), New York",36,17,2008,110th Congress
19.2,"Congressional District 18 (110th Congress), New York",36,18,2008,110th Congress
11.4,"Congressional District 19 (110th Congress), New York",36,19,2008,110th Congress
8.5,"Congressional District 20 (110th Congress), New York",36,20,2008,110th Congress
13.3,"Congressional District 21 (110th Congress), New York",36,21,2008,110th Congress
9.6,"Congressional District 22 (110th Congress), New York",36,22,2008,110th Congress
5.8,"Congressional District 23 (110th Congress), New York",36,23,2008,110th Congress
7.8,"Congressional District 24 (110th Congress), New York",36,24,2008,110th Congress
13.9,"Congressional District 25 (110th Congress), New York",36,25,2008,110th Congress
9.8,"Congressional District 26 (110th Congress), New York",36,26,2008,110th Congress
11.4,"Congressional District 27 (110th Congress), New York",36,27,2008,110th Congress
12.0,"Congressional District 28 (110th Congress), New York",36,28,2008,110th Congress
9.7,"Congressional District 29 (110th Congress), New York",36,29,2008,110th Congress
4.1,"Congressional District 1 (110th Congress), North Carolina",37,01,2008,110th Congress
6.1,"Congressional District 2 (110th Congress), North Carolina",37,02,2008,110th Congress
5.1,"Congressional District 3 (110th Congress), North Carolina",37,03,2008,110th Congress
20.0,"Congressional District 4 (110th Congress), North Carolina",37,04,2008,110th Congress
7.6,"Congressional District 5 (110th Congress), North Carolina",37,05,2008,110th Congress
8.0,"Congressional District 6 (110th Congress), North Carolina",37,06,2008,110th Congress
7.7,"Congressional District 7 (110th Congress), North Carolina",37,07,2008,110th Congress
7.1,"Congressional District 8 (110th Congress), North Carolina",37,08,2008,110th Congress
14.4,"Congressional District 9 (110th Congress), North Carolina",37,09,2008,110th Congress
3.8,"Congressional District 10 (110th Congress), North Carolina",37,10,2008,110th Congress
8.3,"Congressional District 11 (110th Congress), North Carolina",37,11,2008,110th Congress
9.4,"Congressional District 12 (110th Congress), North Carolina",37,12,2008,110th Congress
11.4,"Congressional District 13 (110th Congress), North Carolina",37,13,2008,110th Congress
9.2,"Congressional District (at Large) (110th Congress), North Dakota",38,00,2008,110th Congress
8.6,"Congressional District 1 (110th Congress), Ohio",39,01,2008,110th Congress
12.1,"Congressional District 2 (110th Congress), Ohio",39,02,2008,110th Congress
6.8,"Congressional District 3 (110th Congress), Ohio",39,03,2008,110th Congress
6.2,"Congressional District 4 (110th Congress), Ohio",39,04,2008,110th Congress
7.3,"Congressional District 5 (110th Congress), Ohio",39,05,2008,110th Congress
6.4,"Congressional District 6 (110th Congress), Ohio",39,06,2008,110th Congress
6.8,"Congressional District 7 (110th Congress), Ohio",39,07,2008,110th Congress
7.2,"Congressional District 8 (110th Congress), Ohio",39,08,2008,110th Congress
8.5,"Congressional District 9 (110th Congress), Ohio",39,09,2008,110th Congress
10.8,"Congressional District 10 (110th Congress), Ohio",39,10,2008,110th Congress
10.5,"Congressional District 11 (110th Congress), Ohio",39,11,2008,110th Congress
13.0,"Congressional District 12 (110th Congress), Ohio",39,12,2008,110th Congress
7.9,"Congressional District 13 (110th Congress), Ohio",39,13,2008,110th Congress
12.1,"Congressional District 14 (110th Congress), Ohio",39,14,2008,110th Congress
13.9,"Congressional District 15 (110th Congress), Ohio",39,15,2008,110th Congress
7.9,"Congressional District 16 (110th Congress), Ohio",39,16,2008,110th Congress
7.5,"Congressional District 17 (110th Congress), Ohio",39,17,2008,110th Congress
4.2,"Congressional District 18 (110th Congress), Ohio",39,18,2008,110th Congress
8.6,"Congressional District 1 (110th Congress), Oklahoma",40,01,2008,110th Congress
3.0,"Congressional District 2 (110th Congress), Oklahoma",40,02,2008,110th Congress
6.4,"Congressional District 3 (110th Congress), Oklahoma",40,03,2008,110th Congress
6.7,"Congressional District 4 (110th Congress), Oklahoma",40,04,2008,110th Congress
7.4,"Congressional District 5 (110th Congress), Oklahoma",40,05,2008,110th Congress
11.3,"Congressional District 1 (110th Congress), Oregon",41,01,2008,110th Congress
5.4,"Congressional District 2 (110th Congress), Oregon",41,02,2008,110th Congress
9.9,"Congressional District 3 (110th Congress), Oregon",41,03,2008,110th Congress
6.8,"Congressional District 4 (110th Congress), Oregon",41,04,2008,110th Congress
8.2,"Congressional District 5 (110th Congress), Oregon",41,05,2008,110th Congress
7.4,"Congressional District 1 (110th Congress), Pennsylvania",42,01,2008,110th Congress
14.0,"Congressional District 2 (110th Congress), Pennsylvania",42,02,2008,110th Congress
9.5,"Congressional District 3 (110th Congress), Pennsylvania",42,03,2008,110th Congress
12.9,"Congressional District 4 (110th Congress), Pennsylvania",42,04,2008,110th Congress
7.2,"Congressional District 5 (110th Congress), Pennsylvania",42,05,2008,110th Congress
14.3,"Congressional District 6 (110th Congress), Pennsylvania",42,06,2008,110th Congress
15.6,"Congressional District 7 (110th Congress), Pennsylvania",42,07,2008,110th Congress
14.2,"Congressional District 8 (110th Congress), Pennsylvania",42,08,2008,110th Congress
7.6,"Congressional District 9 (110th Congress), Pennsylvania",42,09,2008,110th Congress
8.1,"Congressional District 10 (110th Congress), Pennsylvania",42,10,2008,110th Congress
8.8,"Congressional District 11 (110th Congress), Pennsylvania",42,11,2008,110th Congress
7.3,"Congressional District 12 (110th Congress), Pennsylvania",42,12,2008,110th Congress
14.9,"Congressional District 13 (110th Congress), Pennsylvania",42,13,2008,110th Congress
15.6,"Congressional District 14 (110th Congress), Pennsylvania",42,14,2008,110th Congress
9.0,"Congressional District 15 (110th Congress), Pennsylvania",42,15,2008,110th Congress
8.1,"Congressional District 16 (110th Congress), Pennsylvania",42,16,2008,110th Congress
10.1,"Congressional District 17 (110th Congress), Pennsylvania",42,17,2008,110th Congress
13.4,"Congressional District 18 (110th Congress), Pennsylvania",42,18,2008,110th Congress
8.0,"Congressional District 19 (110th Congress), Pennsylvania",42,19,2008,110th Congress
10.1,"Congressional District 1 (110th Congress), Rhode Island",44,01,2008,110th Congress
9.8,"Congressional District 2 (110th Congress), Rhode Island",44,02,2008,110th Congress
10.9,"Congressional District 1 (110th Congress), South Carolina",45,01,2008,110th Congress
8.7,"Congressional District 2 (110th Congress), South Carolina",45,02,2008,110th Congress
5.6,"Congressional District 3 (110th Congress), South Carolina",45,03,2008,110th Congress
8.8,"Congressional District 4 (110th Congress), South Carolina",45,04,2008,110th Congress
4.7,"Congressional District 5 (110th Congress), South Carolina",45,05,2008,110th Congress
5.0,"Congressional District 6 (110th Congress), South Carolina",45,06,2008,110th Congress
6.6,"Congressional District (at Large) (110th Congress), South Dakota",46,00,2008,110th Congress
5.9,"Congressional District 1 (110th Congress), Tennessee",47,01,2008,110th Congress
9.3,"Congressional District 2 (110th Congress), Tennessee",47,02,2008,110th Congress
7.2,"Congressional District 3 (110th Congress), Tennessee",47,03,2008,110th Congress
3.5,"Congressional District 4 (110th Congress), Tennessee",47,04,2008,110th Congress
12.3,"Congressional District 5 (110th Congress), Tennessee",47,05,2008,110th Congress
6.5,"Congressional District 6 (110th Congress), Tennessee",47,06,2008,110th Congress
9.5,"Congressional District 7 (110th Congress), Tennessee",47,07,2008,110th Congress
4.9,"Congressional District 8 (110th Congress), Tennessee",47,08,2008,110th Congress
8.3,"Congressional District 9 (110th Congress), Tennessee",47,09,2008,110th Congress
3.6,"Congressional District 1 (110th Congress), Texas",48,01,2008,110th Congress
6.0,"Congressional District 2 (110th Congress), Texas",48,02,2008,110th Congress
10.1,"Congressional District 3 (110th Congress), Texas",48,03,2008,110th Congress
5.0,"Congressional District 4 (110th Congress), Texas",48,04,2008,110th Congress
4.4,"Congressional District 5 (110th Congress), Texas",48,05,2008,110th Congress
5.8,"Congressional District 6 (110th Congress), Texas",48,06,2008,110th Congress
17.4,"Congressional District 7 (110th Congress), Texas",48,07,2008,110th Congress
5.4,"Congressional District 8 (110th Congress), Texas",48,08,2008,110th Congress
7.1,"Congressional District 9 (110th Congress), Texas",48,09,2008,110th Congress
10.2,"Congressional District 10 (110th Congress), Texas",48,10,2008,110th Congress
3.6,"Congressional District 11 (110th Congress), Texas",48,11,2008,110th Congress
7.2,"Congressional District 12 (110th Congress), Texas",48,12,2008,110th Congress
4.1,"Congressional District 13 (110th Congress), Texas",48,13,2008,110th Congress
6.2,"Congressional District 14 (110th Congress), Texas",48,14,2008,110th Congress
3.5,"Congressional District 15 (110th Congress), Texas",48,15,2008,110th Congress
4.0,"Congressional District 16 (110th Congress), Texas",48,16,2008,110th Congress
7.1,"Congressional District 17 (110th Congress), Texas",48,17,2008,110th Congress
4.6,"Congressional District 18 (110th Congress), Texas",48,18,2008,110th Congress
7.5,"Congressional District 19 (110th Congress), Texas",48,19,2008,110th Congress
5.4,"Congressional District 20 (110th Congress), Texas",48,20,2008,110th Congress
8.2,"Congressional District 21 (110th Congress), Texas",48,21,2008,110th Congress
8.8,"Congressional District 22 (110th Congress), Texas",48,22,2008,110th Congress
5.5,"Congressional District 23 (110th Congress), Texas",48,23,2008,110th Congress
9.8,"Congressional District 24 (110th Congress), Texas",48,24,2008,110th Congress
10.4,"Congressional District 25 (110th Congress), Texas",48,25,2008,110th Congress
7.0,"Congressional District 26 (110th Congress), Texas",48,26,2008,110th Congress
3.9,"Congressional District 27 (110th Congress), Texas",48,27,2008,110th Congress
3.1,"Congressional District 28 (110th Congress), Texas",48,28,2008,110th Congress
2.4,"Congressional District 29 (110th Congress), Texas",48,29,2008,110th Congress
7.1,"Congressional District 30 (110th Congress), Texas",48,30,2008,110th Congress
6.0,"Congressional District 31 (110th Congress), Texas",48,31,2008,110th Congress
10.7,"Congressional District 32 (110th Congress), Texas",48,32,2008,110th Congress
5.0,"Congressional District 1 (110th Congress), Utah",49,01,2008,110th Congress
7.4,"Congressional District 2 (110th Congress), Utah",49,02,2008,110th Congress
5.1,"Congressional District 3 (110th Congress), Utah",49,03,2008,110th Congress
9.4,"Congressional District (at Large) (110th Congress), Vermont",50,00,2008,110th Congress
9.3,"Congressional District 1 (110th Congress), Virginia",51,01,2008,110th Congress
6.5,"Congressional District 2 (110th Congress), Virginia",51,02,2008,110th Congress
6.8,"Congressional District 3 (110th Congress), Virginia",51,03,2008,110th Congress
5.9,"Congressional District 4 (110th Congress), Virginia",51,04,2008,110th Congress
9.7,"Congressional District 5 (110th Congress), Virginia",51,05,2008,110th Congress
6.6,"Congressional District 6 (110th Congress), Virginia",51,06,2008,110th Congress
12.4,"Congressional District 7 (110th Congress), Virginia",51,07,2008,110th Congress
30.3,"Congressional District 8 (110th Congress), Virginia",51,08,2008,110th Congress
7.3,"Congressional District 9 (110th Congress), Virginia",51,09,2008,110th Congress
17.1,"Congressional District 10 (110th Congress), Virginia",51,10,2008,110th Congress
16.9,"Congressional District 11 (110th Congress), Virginia",51,11,2008,110th Congress
10.8,"Congressional District 1 (110th Congress), Washington",53,01,2008,110th Congress
4.4,"Congressional District 2 (110th Congress), Washington",53,02,2008,110th Congress
6.8,"Congressional District 3 (110th Congress), Washington",53,03,2008,110th Congress
4.7,"Congressional District 4 (110th Congress), Washington",53,04,2008,110th Congress
7.1,"Congressional District 5 (110th Congress), Washington",53,05,2008,110th Congress
4.0,"Congressional District 6 (110th Congress), Washington",53,06,2008,110th Congress
19.3,"Congressional District 7 (110th Congress), Washington",53,07,2008,110th Congress
12.1,"Congressional District 8 (110th Congress), Washington",53,08,2008,110th Congress
7.1,"Congressional District 9 (110th Congress), Washington",53,09,2008,110th Congress
8.8,"Congressional District 1 (110th Congress), West Virginia",54,01,2008,110th Congress
6.2,"Congressional District 2 (110th Congress), West Virginia",54,02,2008,110th Congress
7.5,"Congressional District 3 (110th Congress), West Virginia",54,03,2008,110th Congress
6.8,"Congressional District 1 (110th Congress), Wisconsin",55,01,2008,110th Congress
13.2,"Congressional District 2 (110th Congress), Wisconsin",55,02,2008,110th Congress
6.2,"Congressional District 3 (110th Congress), Wisconsin",55,03,2008,110th Congress
8.4,"Congressional District 4 (110th Congress), Wisconsin",55,04,2008,110th Congress
12.7,"Congressional District 5 (110th Congress), Wisconsin",55,05,2008,110th Congress
7.1,"Congressional District 6 (110th Congress), Wisconsin",55,06,2008,110th Congress
6.3,"Congressional District 7 (110th Congress), Wisconsin",55,07,2008,110th Congress
