district,year,full_name,ranks
ARKANSAS 7,2014,Ami Bera,500
ARKANSAS 8,2014,Paul Cook,27
ARKANSAS 8,2014,Bob Conaway,7
ARKANSAS 9,2014,Antonio C. “Tony” Amador,83
ARKANSAS 9,2014,Jerry McNerney,63
CALIFORNIA 10,2014,Jeff Denham,192
CALIFORNIA 10,2014,Michael Eggman,1
CALIFORNIA 11,2014,Tue Phan,500
CALIFORNIA 11,2014,Mark DeSaulnier,18
CALIFORNIA 12,2014,John Dennis,6
CALIFORNIA 12,2014,Nancy Pelosi,78
CALIFORNIA 13,2014,Dakin Sundeen,500
CALIFORNIA 13,2014,Barbara Lee,76
CALIFORNIA 14,2014,Robin Chew,67
CALIFORNIA 14,2014,Jackie Speier,500
CALIFORNIA 15,2014,Hugh Bussell,500
CALIFORNIA 15,2014,Eric Swalwell,14
CALIFORNIA 16,2014,Johnny Tacherra,88
CALIFORNIA 16,2014,Jim Costa,5
CALIFORNIA 17,2014,Michael M. Honda,1
CALIFORNIA 17,2014,Ro Khanna,500
CALIFORNIA 18,2014,Richard B. Fox,16
CALIFORNIA 18,2014,Anna G. Eshoo,87
CALIFORNIA 19,2014,Zoe Lofgren,500
CALIFORNIA 19,2014,Robert Murray,7
CALIFORNIA 20,2014,Sam Farr,64
CALIFORNIA 21,2014,David G. Valadao,4
CALIFORNIA 21,2014,Amanda Renteria,17
CALIFORNIA 22,2014,Devin Nunes,500
CALIFORNIA 22,2014,Suzanna “Sam” Aguilera-Marrero,500
CALIFORNIA 23,2014,Kevin McCarthy,13
CALIFORNIA 23,2014,Raul Garcia,500
CALIFORNIA 24,2014,Chris Mitchum,109
CALIFORNIA 24,2014,Lois Capps,500
CALIFORNIA 25,2014,Steve Knight,159
CALIFORNIA 25,2014,Tony Strickland,80
CALIFORNIA 26,2014,Jeff Gorell,192
CALIFORNIA 26,2014,Julia Brownley,131
CALIFORNIA 27,2014,Jack Orswell,146
CALIFORNIA 27,2014,Judy Chu,500
CALIFORNIA 28,2014,Adam B. Schiff,36
CALIFORNIA 29,2014,William O’Callaghan Leader,9
CALIFORNIA 29,2014,Tony Cárdenas,80
CALIFORNIA 30,2014,Mark S. Reed,18
CALIFORNIA 30,2014,Brad Sherman,123
CALIFORNIA 31,2014,Paul Chabot,27
CALIFORNIA 31,2014,Pete Aguilar,55
CALIFORNIA 32,2014,Arturo Enrique Alas,500
CALIFORNIA 32,2014,Grace F. Napolitano,500
CALIFORNIA 33,2014,Elan Carr,500
CALIFORNIA 33,2014,Ted Lieu,181
CALIFORNIA 34,2014,Xavier Becerra,500
CALIFORNIA 34,2014,Adrienne Nicole Edwards,200
CALIFORNIA 35,2014,Norma J. Torres,500
CALIFORNIA 35,2014,Christina Gagnier,16
CALIFORNIA 36,2014,Brian Nestande,8
CALIFORNIA 36,2014,Raul Ruiz,500
CALIFORNIA 37,2014,R. Adam King,500
CALIFORNIA 37,2014,Karen Bass,25
CALIFORNIA 38,2014,Benjamin Campos,44
CALIFORNIA 38,2014,Linda T. Sánchez,68
CALIFORNIA 39,2014,Edward R. Royce,40
CALIFORNIA 39,2014,Peter O. Anderson,55
CALIFORNIA 40,2014,Lucille Roybal-Allard,500
CALIFORNIA 40,2014,David Sanchez,4
CALIFORNIA 41,2014,Steve Adams,159
CALIFORNIA 41,2014,Mark Takano,18
CALIFORNIA 42,2014,Ken Calvert,31
CALIFORNIA 42,2014,Tim Sheridan,21
CALIFORNIA 43,2014,"John Wood, Jr.",6
CALIFORNIA 43,2014,Maxine Waters,500
CALIFORNIA 44,2014,Janice Hahn,184
CALIFORNIA 45,2014,Mimi Walters,500
CALIFORNIA 45,2014,Drew E. Leavens,500
CALIFORNIA 46,2014,Adam Nick,36
CALIFORNIA 46,2014,Loretta Sanchez,500
CALIFORNIA 47,2014,Andy Whallon,28
CALIFORNIA 47,2014,Alan S. Lowenthal,110
CALIFORNIA 48,2014,Dana Rohrabacher,57
CALIFORNIA 48,2014,Suzanne Joyce Savary,107
CALIFORNIA 49,2014,Darrell E. Issa,137
CALIFORNIA 49,2014,Dave Peiser,4
CALIFORNIA 50,2014,Duncan Hunter,500
CALIFORNIA 50,2014,James H. Kimber,5
CALIFORNIA 51,2014,Stephen Meade,33
CALIFORNIA 51,2014,Juan Vargas,68
CALIFORNIA 52,2014,Carl DeMaio,91
CALIFORNIA 52,2014,Scott H. Peters,17
CALIFORNIA 53,2014,Larry A. Wilske,58
CALIFORNIA 53,2014,Susan A. Davis,27
COLORADO 1,2014,Martin Walsh,115
COLORADO 1,2014,Diana DeGette,97
COLORADO 2,2014,George Leing,53
COLORADO 2,2014,Jared Polis,113
COLORADO 3,2014,Scott R. Tipton,17
COLORADO 3,2014,Abel J. Tapia,500
COLORADO 4,2014,Ken Buck,31
COLORADO 4,2014,Vic Meyers,500
COLORADO 5,2014,Doug Lamborn,50
COLORADO 5,2014,Irv Halter,500
COLORADO 6,2014,Mike Coffman,1
COLORADO 6,2014,Andrew Romanoff,28
COLORADO 7,2014,Don Ytterberg,42
COLORADO 7,2014,Ed Perlmutter,40
CONNECTICUT 1,2014,Matthew M. Corey,10
CONNECTICUT 1,2014,John B. Larson,6
CONNECTICUT 2,2014,Lori Hopkins-Cavanagh,32
CONNECTICUT 2,2014,Joe Courtney,107
CONNECTICUT 3,2014,James E. Brown,5
CONNECTICUT 3,2014,Rosa L. DeLauro,500
CONNECTICUT 4,2014,Dan Debicella,12
CONNECTICUT 4,2014,James A. Himes,5
CONNECTICUT 5,2014,Mark Greenberg,18
CONNECTICUT 5,2014,Elizabeth H. Esty,12
DELAWARE 1,2014,Rose Izzo,500
DELAWARE 1,2014,"John C. Carney, Jr.",6
FLORIDA 1,2014,Jeff Miller,192
FLORIDA 1,2014,Jim Bryan,5
FLORIDA 2,2014,Steve Southerland II,159
FLORIDA 2,2014,Gwen Graham,500
FLORIDA 3,2014,Ted S. Yoho,181
FLORIDA 3,2014,Marihelen Wheeler,500
FLORIDA 4,2014,Ander Crenshaw,500
FLORIDA 5,2014,Glo Smith,500
FLORIDA 5,2014,Corrine Brown,500
FLORIDA 6,2014,Ron DeSantis,43
FLORIDA 6,2014,David Cox,4
FLORIDA 7,2014,John L. Mica,6
FLORIDA 7,2014,Wes Neuman,500
FLORIDA 8,2014,Bill Posey,9
FLORIDA 8,2014,Gabriel Rothblatt,114
FLORIDA 9,2014,Carol Platt,130
FLORIDA 9,2014,Alan Grayson,110
FLORIDA 10,2014,Daniel Webster,12
FLORIDA 10,2014,Michael McKenna,1
FLORIDA 11,2014,Richard B. Nugent,16
FLORIDA 11,2014,Dave Koller,4
FLORIDA 12,2014,Gus M. Bilirakis,500
FLORIDA 13,2014,David W. Jolly,4
FLORIDA 14,2014,Kathy Castor,134
FLORIDA 15,2014,Dennis A. Ross,59
FLORIDA 15,2014,Alan M. Cohn,110
FLORIDA 16,2014,Vern Buchanan,500
FLORIDA 16,2014,Henry Lawrence,120
FLORIDA 17,2014,Thomas J. Rooney,20
FLORIDA 17,2014,Will Bronson,500
FLORIDA 18,2014,Carl J. Domino,91
FLORIDA 18,2014,Patrick Murphy,37
FLORIDA 19,2014,Curt Clawson,500
FLORIDA 19,2014,April Freeman,34
FLORIDA 20,2014,Jay Bonner,116
FLORIDA 20,2014,Alcee L. Hastings,500
FLORIDA 21,2014,Theodore E. Deutch,181
FLORIDA 22,2014,Paul Spain,27
FLORIDA 22,2014,Lois Frankel,500
FLORIDA 23,2014,Joseph “Joe” Kaufman,11
FLORIDA 23,2014,Debbie Wasserman Schultz,61
FLORIDA 24,2014,Dufirstson Julio Neree,500
FLORIDA 24,2014,Frederica S. Wilson,500
FLORIDA 25,2014,Mario Diaz-Balart,134
FLORIDA 26,2014,Carlos Curbelo,76
FLORIDA 26,2014,Joe Garcia,107
FLORIDA 27,2014,Ileana Ros-Lehtinen,500
FLORIDA 55,2014,David A. Perdue,4
FLORIDA 55,2014,M. Michelle Nunn,500
GEORGIA 1,2014,E. L. “Buddy” Carter,500
GEORGIA 1,2014,Brian Corwin Reese,8
GEORGIA 2,2014,Gregory P. “Greg” Duke,29
GEORGIA 2,2014,"Sanford D. Bishop, Jr.",500
GEORGIA 3,2014,Lynn A. Westmoreland,164
GEORGIA 4,2014,"Henry C. “Hank” Johnson, Jr.",120
GEORGIA 5,2014,John Lewis,6
GEORGIA 6,2014,Tom Price,20
GEORGIA 6,2014,Robert G. Montigel,7
GEORGIA 7,2014,Rob Woodall,7
GEORGIA 7,2014,Thomas D. Wight,20
GEORGIA 8,2014,Austin Scott,500
GEORGIA 9,2014,Doug Collins,50
GEORGIA 9,2014,David D. Vogel,4
GEORGIA 10,2014,Jody B. Hice,173
GEORGIA 10,2014,I. K. “Kenneth” Dious,500
GEORGIA 11,2014,Barry D. Loudermilk,154
GEORGIA 12,2014,R. W. “Rick” Allen,500
GEORGIA 12,2014,John Barrow,6
GEORGIA 13,2014,David Scott,4
GEORGIA 14,2014,Tom Graves,20
HAWAII 1,2014,Charles Djou,23
HAWAII 1,2014,Mark Takai,18
HAWAII 2,2014,Kawika Crowley,500
HAWAII 2,2014,Tulsi Gabbard,500
HAWAII 03,2014,James E. Risch,5
HAWAII 03,2014,Nels Mitchell,500
IDAHO 1,2014,Raúl R. Labrador,500
IDAHO 1,2014,Shirley G. Ringo,500
IDAHO 2,2014,Michael K. Simpson,1
IDAHO 2,2014,Richard Stallings,16
ILLINOIS 1,2014,Jimmy Lee Tillman,100
ILLINOIS 1,2014,Bobby L. Rush,93
ILLINOIS 2,2014,Eric M. Wallace,14
ILLINOIS 2,2014,Robin L. Kelly,67
ILLINOIS 3,2014,Sharon M. Brannigan,63
ILLINOIS 3,2014,Daniel Lipinski,12
ILLINOIS 4,2014,Hector Concepcion,194
ILLINOIS 4,2014,Luis V. Gutiérrez,117
ILLINOIS 5,2014,Vince Kolber,500
ILLINOIS 5,2014,Mike Quigley,1
ILLINOIS 6,2014,Peter J. Roskam,55
ILLINOIS 6,2014,Michael Mason,1
ILLINOIS 7,2014,Robert L. Bumpers,7
ILLINOIS 7,2014,Danny K. Davis,95
ILLINOIS 8,2014,Larry Kaifesh,58
ILLINOIS 8,2014,Tammy Duckworth,23
ILLINOIS 9,2014,Susanne Atanus,500
ILLINOIS 9,2014,Janice D. Schakowsky,184
ILLINOIS 10,2014,Robert Dold,7
ILLINOIS 10,2014,Bradley S. Schneider,57
ILLINOIS 11,2014,Darlene Senger,500
ILLINOIS 11,2014,Bill Foster,9
ILLINOIS 12,2014,Mike Bost,1
ILLINOIS 12,2014,William L. Enyart,9
ILLINOIS 13,2014,Rodney Davis,74
ILLINOIS 13,2014,Ann E. Callis,100
ILLINOIS 14,2014,Randy Hultgren,77
ILLINOIS 14,2014,Dennis Anderson,59
ILLINOIS 15,2014,John Shimkus,6
ILLINOIS 15,2014,Eric Thorsland,14
ILLINOIS 16,2014,Adam Kinzinger,36
ILLINOIS 16,2014,Randall Wayne Olsen,122
ILLINOIS 17,2014,Bobby Schilling,93
ILLINOIS 17,2014,Cheri Bustos,500
ILLINOIS 18,2014,Aaron Schock,35
ILLINOIS 18,2014,Darrel Miller,500
INDIANA 1,2014,Mark Leyva,18
INDIANA 1,2014,Peter J. Visclosky,55
INDIANA 2,2014,Jackie Walorski,500
INDIANA 2,2014,Joe Bock,107
INDIANA 3,2014,Marlin A. Stutzman,500
INDIANA 3,2014,Justin Kuhnle,38
INDIANA 4,2014,Todd Rokita,41
INDIANA 4,2014,John Dale,6
INDIANA 5,2014,Susan W. Brooks,27
INDIANA 5,2014,Shawn A. Denney,34
INDIANA 6,2014,Luke Messer,500
INDIANA 6,2014,Susan Hall Heitzman,27
INDIANA 7,2014,Catherine “Cat” Ping,73
INDIANA 7,2014,André Carson,500
INDIANA 8,2014,Larry Bucshon,58
INDIANA 8,2014,Tom Spangler,20
INDIANA 9,2014,Todd C. Young,41
INDIANA 9,2014,Bill Bailey,9
IOWA 1,2014,Rod Blum,500
IOWA 1,2014,Pat Murphy,37
IOWA 2,2014,Mariannette Miller-Meeks,500
IOWA 2,2014,David Loebsack,4
IOWA 3,2014,David Young,4
IOWA 3,2014,Staci Appel,500
IOWA 4,2014,Steve King,159
IOWA 4,2014,Jim Mowrer,5
KANSAS 1,2014,Tim Huelskamp,21
KANSAS 1,2014,James E. Sherow,5
KANSAS 2,2014,Lynn Jenkins,164
KANSAS 2,2014,Margie Wakefield,500
KANSAS 3,2014,Kevin Yoder,13
KANSAS 3,2014,Kelly Kultala,14
KANSAS 3,2014,Kelly Kultala,153
KANSAS 4,2014,Mike Pompeo,1
KANSAS 4,2014,Perry L. Schuckman,500
KENTUCKY 1,2014,Ed Whitfield,40
KENTUCKY 1,2014,Charles Kendall Hatchett,23
KENTUCKY 2,2014,Brett Guthrie,94
KENTUCKY 2,2014,Ron Leach,43
KENTUCKY 3,2014,Michael Macfarlane,1
KENTUCKY 3,2014,John A. Yarmuth,6
KENTUCKY 4,2014,Thomas Massie,20
KENTUCKY 4,2014,Peter Newberry,55
KENTUCKY 5,2014,Harold Rogers,152
KENTUCKY 5,2014,Kenneth S. Stepp,31
KENTUCKY 6,2014,Andy Barr,28
KENTUCKY 6,2014,Elisabeth Jensen,500
LOUISIANA 1,2014,Steve Scalise,159
LOUISIANA 1,2014,M. V. “Vinny” Mendoza,500
LOUISIANA 1,2014,Lee A. Dugas,131
LOUISIANA 2,2014,Cedric L. Richmond,500
LOUISIANA 2,2014,Gary Landrieu,47
LOUISIANA 3,2014,"Charles W. Boustany, Jr.",23
LOUISIANA 3,2014,Bryan Barrilleaux,46
LOUISIANA 4,2014,John Fleming,6
LOUISIANA 5,2014,Ralph Lee Abraham,171
LOUISIANA 5,2014,“Zach” Dasher,500
LOUISIANA 5,2014,Vance M. McAllister,500
LOUISIANA 5,2014,Clyde C. Holloway,500
LOUISIANA 5,2014,Harris Brown,500
LOUISIANA 5,2014,“Ed” Tarpley,500
LOUISIANA 5,2014,“Jamie” Mayo,500
LOUISIANA 6,2014,Garret Graves,500
LOUISIANA 6,2014,Paul Dietzel II,27
LOUISIANA 6,2014,Dan Claitor,12
LOUISIANA 6,2014,Lenar Whitney,500
LOUISIANA 6,2014,Craig McCulloch,56
LOUISIANA 6,2014,Robert Lamar “Bob” Bell,7
LOUISIANA 6,2014,Norman “Norm” Clark,500
LOUISIANA 6,2014,“Trey” Thomas,500
LOUISIANA 6,2014,Edwin Edwards,185
LOUISIANA 6,2014,Richard Lieberman,16
LOUISIANA 6,2014,Peter Williams,55
MAINE 1,2014,Isaac J. Misiuk,500
MAINE 1,2014,Chellie Pingree,500
MAINE 2,2014,Bruce Poliquin,132
MAINE 2,2014,Emily Ann Cain,66
MAINE 1,2014,Andy Harris,28
MAINE 1,2014,Bill Tilghman,9
MAINE 2,2014,David Banach,4
MAINE 2,2014,C. A. Dutch Ruppersberger,500
MAINE 3,2014,Charles A. Long,23
MAINE 3,2014,John P. Sarbanes,6
MAINE 4,2014,Nancy Hoyt,78
MAINE 4,2014,Donna F. Edwards,64
MAINE 5,2014,Chris Chaffee,109
MAINE 5,2014,Steny H. Hoyer,500
MAINE 6,2014,Dan Bongino,12
MAINE 6,2014,John K. Delaney,6
MAINE 7,2014,Corrogan R. Vaughn,500
MAINE 7,2014,Elijah E. Cummings,500
MARYLAND 8,2014,Dave Wallace,4
MARYLAND 8,2014,Chris Van Hollen,109
MASSACHUSETTS 1,2014,Richard E. Neal,16
MASSACHUSETTS 2,2014,James P. McGovern,5
MASSACHUSETTS 3,2014,Roseann L. Ehrhard Wofford,500
MASSACHUSETTS 3,2014,Niki Tsongas,500
MASSACHUSETTS 4,2014,Joseph P. Kennedy III,11
MASSACHUSETTS 5,2014,Katherine M. Clark,55
MASSACHUSETTS 6,2014,Richard R. Tisei,16
MASSACHUSETTS 6,2014,Seth W. Moulton,160
MASSACHUSETTS 7,2014,Michael E. Capuano,1
MASSACHUSETTS 8,2014,Stephen F. Lynch,33
MASSACHUSETTS 9,2014,John C. Chapman,6
MASSACHUSETTS 9,2014,William R. Keating,9
MICHIGAN 1,2014,Dan Benishek,12
MICHIGAN 1,2014,Jerry Cannon,63
MICHIGAN 2,2014,Bill Huizenga,9
MICHIGAN 2,2014,Dean Vanderstelt,177
MICHIGAN 3,2014,Justin Amash,38
MICHIGAN 3,2014,Bob Goodrich,7
MICHIGAN 4,2014,John Moolenaar,6
MICHIGAN 4,2014,Jeff Holmes,192
MICHIGAN 5,2014,Allen Hardwick,130
MICHIGAN 5,2014,Daniel T. Kildee,12
MICHIGAN 6,2014,Fred Upton,500
MICHIGAN 6,2014,Paul Clements,27
MICHIGAN 7,2014,Tim Walberg,21
MICHIGAN 7,2014,Pam Byrnes,500
MICHIGAN 8,2014,Mike Bishop,1
MICHIGAN 8,2014,Eric Schertzing,14
MICHIGAN 9,2014,George Brikho,53
MICHIGAN 9,2014,Sander M. Levin,500
MICHIGAN 10,2014,Candice S. Miller,500
MICHIGAN 10,2014,Chuck Stadler,23
MICHIGAN 11,2014,Dave Trott,4
MICHIGAN 11,2014,Bobby McKenzie,93
MICHIGAN 12,2014,Terry Bowman,69
MICHIGAN 12,2014,Debbie Dingell,61
MICHIGAN 13,2014,Jeff Gorman,192
MICHIGAN 13,2014,"John Conyers, Jr.",6
MICHIGAN 14,2014,Christina L. Barr,16
MICHIGAN 14,2014,Brenda Lawrence,60
MINNESOTA 1,2014,Jim Hagedorn,5
MINNESOTA 1,2014,Timothy J. Walz,21
MINNESOTA 2,2014,John Kline,6
MINNESOTA 2,2014,Mike Obermueller,1
MINNESOTA 3,2014,Erik Paulsen,87
MINNESOTA 3,2014,Sharon Sund,63
MINNESOTA 4,2014,Sharna Wahlgren,500
MINNESOTA 4,2014,Betty McCollum,500
MINNESOTA 5,2014,Doug Daggett,50
MINNESOTA 5,2014,Keith Ellison,45
MINNESOTA 6,2014,Tom Emmer,20
MINNESOTA 6,2014,Joe Perske,107
MINNESOTA 7,2014,Torrey Westrom,500
MINNESOTA 7,2014,Collin C. Peterson,500
MINNESOTA 8,2014,Stewart Mills,500
MINNESOTA 8,2014,Richard M. Nolan,16
MISSISSIPPI 1,2014,Alan Nunnelee,110
MISSISSIPPI 1,2014,Ron E. Dickey,43
MISSISSIPPI 2,2014,Bennie G. Thompson,500
MISSISSIPPI 3,2014,Gregg Harper,500
MISSISSIPPI 3,2014,Douglas MacArthur “Doug” Magee,50
MISSISSIPPI 4,2014,Steven M. Palazzo,19
MISSISSIPPI 4,2014,Matt Moore,500
MISSISSIPPI 1,2014,Daniel J. Elder,12
MISSISSIPPI 1,2014,Wm. Lacy Clay,500
MISSISSIPPI 2,2014,Ann Wagner,100
MISSISSIPPI 2,2014,Arthur Lieber,127
MISSISSIPPI 3,2014,Blaine Luetkemeyer,500
MISSISSIPPI 3,2014,Courtney Denton,128
MISSISSIPPI 4,2014,Vicky Hartzler,500
MISSISSIPPI 4,2014,Nate Irvin,500
MISSISSIPPI 5,2014,Jacob Turk,78
MISSISSIPPI 5,2014,Emanuel Cleaver,500
MISSISSIPPI 6,2014,Sam Graves,64
MISSISSIPPI 6,2014,W. A. “Bill” Hedge,500
MISSOURI 7,2014,Billy Long,84
MISSOURI 7,2014,Jim Evans,5
MISSOURI 8,2014,Jason T. Smith,3
MISSOURI 8,2014,Barbara Stocker,76
MONTANA 1,2014,Ryan Zinke,25
MONTANA 1,2014,John Lewis,6
NEBRASKA 1,2014,Jeff Fortenberry,192
NEBRASKA 1,2014,Dennis P. Crawford,59
NEBRASKA 2,2014,Lee Terry,131
NEBRASKA 2,2014,Brad Ashford,123
NEBRASKA 3,2014,Adrian Smith,143
NEBRASKA 3,2014,Mark Sullivan,18
NEVADA 1,2014,Annette Teijeiro,176
NEVADA 1,2014,Dina Titus,500
NEVADA 2,2014,Mark E. Amodei,18
NEVADA 2,2014,Kristen Spees,72
NEVADA 3,2014,Joseph J. Heck,11
NEVADA 3,2014,Erin Bilbray,39
NEVADA 4,2014,Cresent Hardy,500
NEVADA 4,2014,Steven A. Horsford,19
NEW HAMPSHIRE 1,2014,Frank C. Guinta,65
NEW HAMPSHIRE 1,2014,Carol Shea-Porter,130
NEW HAMPSHIRE 2,2014,Marilinda Garcia,500
NEW HAMPSHIRE 2,2014,Ann M. Kuster,100
NEW JERSEY 1,2014,Garry W. Cobb,500
NEW JERSEY 1,2014,Donald W. Norcross,42
NEW JERSEY 2,2014,Frank A. LoBiondo,65
NEW JERSEY 2,2014,"William J. Hughes, Jr.",9
NEW JERSEY 3,2014,Tom MacArthur,20
NEW JERSEY 3,2014,Aimee Belgard,150
NEW JERSEY 4,2014,Christopher H. Smith,2
NEW JERSEY 4,2014,Ruben M. Scolavino,182
NEW JERSEY 5,2014,Scott Garrett,17
NEW JERSEY 5,2014,Roy Cho,125
NEW JERSEY 6,2014,Anthony E. Wilkinson,22
NEW JERSEY 6,2014,"Frank Pallone, Jr.",65
NEW JERSEY 7,2014,Leonard Lance,166
NEW JERSEY 7,2014,Janice Kovach,184
NEW JERSEY 8,2014,Jude Anthony Tiscornia,500
NEW JERSEY 8,2014,Albio Sires,500
NEW JERSEY 9,2014,Dierdre G. Paul,500
NEW JERSEY 9,2014,"Bill Pascrell, Jr.",9
NEW JERSEY 10,2014,Yolanda Dentley,116
NEW JERSEY 10,2014,"Donald M. Payne, Jr.",42
NEW JERSEY 11,2014,Rodney P. Frelinghuysen,74
NEW JERSEY 11,2014,Mark Dunec,18
NEW JERSEY 12,2014,Alieta Eck,500
NEW JERSEY 12,2014,Bonnie Watson Coleman,171
NEW MEXICO 1,2014,Michael H. Frese,1
NEW MEXICO 1,2014,Michelle Lujan Grisham,4
NEW MEXICO 2,2014,Stevan Pearce,500
NEW MEXICO 2,2014,Roxanne “Rocky” Lara,500
NEW MEXICO 3,2014,Jefferson L. Byrd,500
NEW MEXICO 3,2014,Ben Ray Luján,44
NEW YORK 1,2014,Lee M. Zeldin,131
NEW YORK 1,2014,Timothy H. Bishop,21
NEW YORK 2,2014,Patricia Maher,30
NEW YORK 2,2014,Peter T. King,55
NEW YORK 3,2014,Grant M. Lally,500
NEW YORK 3,2014,Steve Israel,159
NEW YORK 4,2014,Bruce A. Blakeman,132
NEW YORK 4,2014,Kathleen M. Rice,69
NEW YORK 5,2014,Gregory W. Meeks,29
NEW YORK 6,2014,Grace Meng,500
NEW YORK 7,2014,Jose Luis Fernandez,48
NEW YORK 7,2014,Nydia M. Velázquez,500
NEW YORK 8,2014,Hakeem S. Jeffries,500
NEW YORK 9,2014,Yvette D. Clarke,500
NEW YORK 10,2014,Jerrold Nadler,500
NEW YORK 11,2014,Michael G. Grimm,1
NEW YORK 11,2014,"Domenic M. Recchia, Jr.",500
NEW YORK 12,2014,Nicholas S. Di Iorio,51
NEW YORK 12,2014,Carolyn B. Maloney,115
NEW YORK 13,2014,Charles B. Rangel,23
NEW YORK 14,2014,Joseph Crowley,11
NEW YORK 15,2014,José E. Serrano,500
NEW YORK 16,2014,Eliot L. Engel,500
NEW YORK 17,2014,Christopher E. Day,2
NEW YORK 17,2014,Nita M. Lowey,500
NEW YORK 18,2014,Nan Hayworth,500
NEW YORK 18,2014,Sean Patrick Maloney,39
NEW YORK 19,2014,Christopher P. Gibson,2
NEW YORK 19,2014,Sean S. Eldridge,39
NEW YORK 20,2014,James M. Fischer,5
NEW YORK 20,2014,Paul Tonko,27
NEW YORK 21,2014,Elise M. Stefanik,500
NEW YORK 21,2014,Aaron G. Woolf,35
NEW YORK 22,2014,Richard L. Hanna,16
NEW YORK 23,2014,Tom Reed,20
NEW YORK 23,2014,Martha Robertson,161
NEW YORK 24,2014,John M. Katko,6
NEW YORK 24,2014,Daniel B. Maffei,12
NEW YORK 25,2014,Mark W. Assini,18
NEW YORK 25,2014,Louise McIntosh Slaughter,500
NEW YORK 26,2014,Kathleen A. Weppner,69
NEW YORK 26,2014,Brian Higgins,8
NEW YORK 27,2014,Chris Collins,109
NEW YORK 27,2014,James D. O’Donnell,5
NORTH CAROLINA 1,2014,Arthur Rich,127
NORTH CAROLINA 1,2014,G. K. Butterfield,500
NORTH CAROLINA 2,2014,Renee L. Ellmers,88
NORTH CAROLINA 2,2014,Clay Aiken,500
NORTH CAROLINA 3,2014,Walter B. Jones,105
NORTH CAROLINA 3,2014,Marshall Adame,500
NORTH CAROLINA 4,2014,Paul Wright,27
NORTH CAROLINA 4,2014,David E. Price,4
NORTH CAROLINA 5,2014,Virginia Foxx,159
NORTH CAROLINA 5,2014,Joshua “Josh” Brannon,24
NORTH CAROLINA 6,2014,Mark Walker,18
NORTH CAROLINA 6,2014,Laura Fjeld,20
NORTH CAROLINA 7,2014,David Rouzer,4
NORTH CAROLINA 7,2014,"Jonathan Barfield, Jr.",32
NORTH CAROLINA 8,2014,Richard Hudson,16
NORTH CAROLINA 8,2014,Antonio Blue,83
NORTH CAROLINA 9,2014,Robert Pittenger,7
NORTH CAROLINA 10,2014,Patrick T. McHenry,37
NORTH CAROLINA 10,2014,Tate MacQueen,500
NORTH CAROLINA 11,2014,Mark Meadows,18
NORTH CAROLINA 11,2014,Tom Hill,20
NORTH CAROLINA 12,2014,Vince Coakley,500
NORTH CAROLINA 12,2014,Alma Adams,500
NORTH CAROLINA 13,2014,George Holding,53
NORTH CAROLINA 13,2014,Brenda Cleary,60
NORTH DAKOTA 1,2014,Kevin Cramer,13
NORTH DAKOTA 1,2014,George Sinner,53
OHIO 1,2014,Steve Chabot,159
OHIO 1,2014,Fred Kundrata,500
OHIO 2,2014,Brad R. Wenstrup,123
OHIO 2,2014,Marek Tyszkiewicz,500
OHIO 3,2014,John Adams,6
OHIO 3,2014,Joyce Beatty,500
OHIO 4,2014,Jim Jordan,5
OHIO 4,2014,Janet Garrett,125
OHIO 5,2014,Robert E. Latta,7
OHIO 5,2014,Robert L. Fry,7
OHIO 6,2014,Bill Johnson,9
OHIO 6,2014,Jennifer Garrison,1
OHIO 7,2014,Bob Gibbs,7
OHIO 8,2014,John A. Boehner,6
OHIO 8,2014,Tom Poetter,20
OHIO 9,2014,Richard May,16
OHIO 9,2014,Marcy Kaptur,500
OHIO 10,2014,Michael R. Turner,1
OHIO 10,2014,Robert Klepinger,7
OHIO 11,2014,Mark Zetzer,18
OHIO 11,2014,Marcia L. Fudge,500
OHIO 12,2014,Patrick J. Tiberi,37
OHIO 12,2014,David Arthur Tibbs,4
OHIO 13,2014,Thomas Pekarek,20
OHIO 13,2014,Tim Ryan,21
OHIO 14,2014,David P. Joyce,4
OHIO 14,2014,Michael Wager,1
OHIO 15,2014,Steve Stivers,159
OHIO 15,2014,Scott Wharton,17
OHIO 16,2014,James B. Renacci,5
OHIO 16,2014,Pete Crossland,55
OKLAHOMA 1,2014,Jim Bridenstine,5
OKLAHOMA 2,2014,Markwayne Mullin,500
OKLAHOMA 2,2014,Earl E. Everett,500
OKLAHOMA 3,2014,Frank D. Lucas,65
OKLAHOMA 3,2014,Frankie Robbins,65
OKLAHOMA 4,2014,Tom Cole,20
OKLAHOMA 4,2014,Bert Smith,500
OKLAHOMA 5,2014,Steve Russell,159
OKLAHOMA 5,2014,Al McAffrey,126
OREGON 1,2014,Jason Yates,3
OREGON 1,2014,Suzanne Bonamici,107
OREGON 2,2014,Greg Walden,29
OREGON 2,2014,Aelea Christofferson,500
OREGON 3,2014,James Buchal,5
OREGON 3,2014,Earl Blumenauer,500
OREGON 4,2014,Art Robinson,500
OREGON 4,2014,Peter A. DeFazio,55
OREGON 5,2014,Tootie Smith,500
OREGON 5,2014,Kurt Schrader,180
PENNSYLVANIA 1,2014,Megan Rath,89
PENNSYLVANIA 1,2014,Robert A. Brady,7
PENNSYLVANIA 2,2014,Armond James,500
PENNSYLVANIA 2,2014,Chaka Fattah,500
