Year,District,Name,Gender
2016,Texas 4,Jim Prindle,male
2016,Texas 4,Shane Shepard,male
2016,Texas 5,Jeb Hensarling,male
2016,Texas 5,Tom Berry,male
2016,Texas 5,Ken Ashby,male
2016,Texas 6,Joe Barton,male
2016,Texas 6,David Cozad,male
2016,Texas 6,Byron Severns,male
2016,Texas 7,John Culberson,male
2016,Texas 7,Bob Townsend,male
2016,Texas 7,Lisa Squiers,male
2016,Texas 8,Kevin Brady,male
2016,Texas 8,Kent Hargett,male
2016,Texas 8,Bruce West,male
2016,Texas 9,Al Green,male
2016,Texas 9,Steve Mueller,male
2016,Texas 9,Michael Hope,male
2016,Texas 10,Michael McCaul,male
2016,Texas 10,Ted Ankrum,male
2016,Texas 10,J.P. Perkins,male
2016,Texas 11,Mike Conaway,male
2016,Texas 11,James Quillan,male
2016,Texas 11,James Powell,male
2016,Texas 11,Jim Howe,male
2016,Texas 12,Kay Granger,male
2016,Texas 12,Tracey Smith,male
2016,Texas 12,Matthew Sodolow,male
2016,Texas 13,Mac Thornberry,male
2016,Texas 13,Keith Dyer,male
2016,Texas 13,John Burwell,male
2016,Texas 14,Ron Paul,male
2016,Texas 14,Robert Pruett,male
2016,Texas 15,Ruben Hinojosa,male
2016,Texas 15,Eddie Zamora,male
2016,Texas 15,Aaron Cohn,male
2016,Texas 16,Silvestre Reyes,male
2016,Texas 16,Tim Besco,male
2016,Texas 16,Bill Collins,male
2016,Texas 16,Tim Collins,male
2016,Texas 17,Bill Flores,male
2016,Texas 17,Chet Edwards,male
2016,Texas 17,Richard Kelly,male
2016,Texas 18,Sheila Jackson Lee,male
2016,Texas 18,John Faulk,male
2016,Texas 18,Mike Taylor,male
2016,Texas 19,Randy Neugebauer,male
2016,Texas 19,Andy Wilson,male
2016,Texas 19,Chip Peterson,male
2016,Texas 20,Charlie Gonzalez,male
2016,Texas 20,Clayton Trotter,male
2016,Texas 20,Michael Idrogo,male
2016,Texas 21,Lamar Smith,male
2016,Texas 21,Laney Melnick,male
2016,Texas 21,James Arthur Strohm,male
2016,Texas 22,Pete Olson,male
2016,Texas 22,Kesha Rogers,male
2016,Texas 22,Steven Susman,male
2016,Texas 23,Quico Canseco,male
2016,Texas 23,Ciro Rodriguez,male
2016,Texas 23,Craig Stephens,male
2016,Texas 23,Martin Nitschke,male
2016,Texas 23,Ed Scharf,male
2016,Texas 24,Kenny Marchant,male
2016,Texas 24,David Sparks,male
2016,Texas 25,Lloyd Doggett,male
2016,Texas 25,Donna Campbell,male
2016,Texas 25,Jim Stutsman,male
2016,Texas 26,Michael Burgess,male
2016,Texas 26,Neil Durrance,male
2016,Texas 26,Mark Boler,male
2016,Texas 27,Blake Farenthold,male
2016,Texas 27,Solomon Ortiz,male
2016,Texas 27,Ed Mishou,male
2016,Texas 28,Henry Cuellar,male
2016,Texas 28,Bryan Underwood,male
2016,Texas 28,Stephen Kaat,male
2016,Texas 29,Gene Green,male
2016,Texas 29,Roy Morales,male
2016,Texas 29,Brad Walters,male
2016,Texas 30,Eddie Bernice Johnson,male
2016,Texas 30,Stephen Broden,male
2016,Texas 30,J. B. Oswalt,male
2016,Texas 31,John Carter,male
2016,Texas 31,Bill Oliver,male
2016,Texas 32,Pete Sessions,male
2016,Texas 32,Grier Raggio,male
2016,Texas 32,John Jay Myers,male
2016,Utah 1,Rob Bishop,male
2016,Utah 1,Morgan Bowen,male
2016,Utah 1,Kirk Pearson,male
2016,Utah 1,Jared Paul Stratton,male
2016,Utah 2,Jim Matheson,male
2016,Utah 2,Morgan Philpot,male
2016,Utah 2,Randall Hinton,male
2016,Utah 2,Dave Glissmeyer,male
2016,Utah 2,Wayne Hill,male
2016,Utah 3,Jason Chaffetz,male
2016,Utah 3,Karen Hyer,male
2016,Utah 3,Douglas Sligting,male
2016,Utah 3,Jake Shannon,male
2016,Utah 3,Joseph Puente,male
2016,Vermont at-large1,Peter Welch,male
2016,Vermont at-large1,Paul Beaudry,male
2016,Vermont at-large1,Gus Jaccaci,male
2016,Vermont at-large1,Jane Newton,male
2016,Virginia 1,Rob Wittman,male
2016,Virginia 1,Krystal Ball,male
2016,Virginia 1,Glenda Gail Parker,male
2016,Virginia 2,Scott Rigell,male
2016,Virginia 2,Glenn Nye,male
2016,Virginia 2,Kenny Golden,male
2016,Virginia 3,Bobby Scott,male
2016,Virginia 3,Chuck Smith,male
2016,Virginia 3,James Quigley,male
2016,Virginia 3,John D. Kelly,male
2016,Virginia 4,Randy Forbes,male
2016,Virginia 4,Wynne LeGrow,male
2016,Virginia 5,Robert Hurt,male
2016,Virginia 5,Tom Perriello,male
2016,Virginia 5,Jeffrey Clark,male
2016,Virginia 6,Bob Goodlatte,male
2016,Virginia 6,Jeffrey Vanke,male
2016,Virginia 6,Stuart Bain,male
2016,Virginia 7,Eric Cantor,male
2016,Virginia 7,Rick Waugh,male
2016,Virginia 7,Floyd Bayne,male
2016,Virginia 8,Jim Moran,male
2016,Virginia 8,Patrick Murphy,male
2016,Virginia 8,Ron Fisher,male
2016,Virginia 9,Morgan Griffith,male
2016,Virginia 9,Rick Boucher,male
2016,Virginia 9,Jeremiah Heaton,male
2016,Virginia 10,Frank Wolf,male
2016,Virginia 10,Jeff Barnett,male
2016,Virginia 10,William Redpath,male
2016,Virginia 11,Gerry Connolly,male
2016,Virginia 11,Keith Fimian,male
2016,Virginia 11,Chris DeCarlo,male
2016,Virginia 11,David Dotson,male
2016,Virginia 11,David Gillis,male
2016,Washington 1,Jay Inslee,male
2016,Washington 1,James Watkins,male
2016,Washington 2,Rick Larsen,male
2016,Washington 2,John Koster,male
2016,Washington 3,Jaime Herrera,male
2016,Washington 3,Denny Heck,male
2016,Washington 4,Doc Hastings,male
2016,Washington 4,Jay Clough,male
2016,Washington 5,Cathy McMorris Rodgers,male
2016,Washington 5,Daryl Romeyn,male
2016,Washington 6,Norm Dicks,male
2016,Washington 6,Doug Cloud,male
2016,Washington 7,Jim McDermott,male
2016,Washington 7,Bob Jeffers-Schroder,male
2016,Washington 8,Dave Reichert,male
2016,Washington 8,Suzan DelBene,male
2016,Washington 9,Adam Smith,male
2016,Washington 9,Dick Muri,male
2016,West Virginia 1,David McKinley,male
2016,West Virginia 1,Mike Oliverio,male
2016,West Virginia 2,Shelley Capito,male
2016,West Virginia 2,Virginia Lynch Graf,male
2016,West Virginia 2,Phil Hudok,male
2016,West Virginia 3,Nick Rahall,male
2016,West Virginia 3,Spike Maynard,male
2016,Wisconsin 1,Paul Ryan,male
2016,Wisconsin 1,John Heckenlively,male
2016,Wisconsin 1,Joseph Kexel,male
2016,Wisconsin 2,Tammy Baldwin,male
2016,Wisconsin 2,Chad Lee,male
2016,Wisconsin 3,Ron Kind,male
2016,Wisconsin 3,Dan Kapanke,male
2016,Wisconsin 3,Michael Krsiean,male
2016,Wisconsin 4,Gwen Moore,male
2016,Wisconsin 4,Dan Sebring,male
2016,Wisconsin 4,Ahmad Ayyash,male
2016,Wisconsin 5,Jim Sensenbrenner,male
2016,Wisconsin 5,Todd Kolosso,male
2016,Wisconsin 5,Robert R. Raymond,male
2016,Wisconsin 6,Tom Petri,male
2016,Wisconsin 6,Joseph Kallas,male
2016,Wisconsin 7,Sean Duffy,male
2016,Wisconsin 7,Julie Lassa,male
2016,Wisconsin 7,Gary Kauther,male
2016,Wisconsin 8,Reid Ribble,male
2016,Wisconsin 8,Steve Kagen,male
2016,Wyoming at-large1,Cynthia Lummis,male
2016,Wyoming at-large1,David Wendt,male
2016,Wyoming at-large1,John Love,male
2016,U.S. Virgin Islands1,Eni Faleomavaega,male
2016,U.S. Virgin Islands1,Amata Coleman Radewagen,male
2016,U.S. Virgin Islands1,Tuika Tuika,male
2016,U.S. Virgin Islands2,Eleanor Holmes Norton,male
2016,U.S. Virgin Islands2,Marjorie Reilly Smith,male
2016,U.S. Virgin Islands2,Rick Tingling-Clemmons,male
2016,U.S. Virgin Islands2,Queen Noble,male
2016,U.S. Virgin Islands3,Gregorio Sablan,male
2016,U.S. Virgin Islands3,Joe Camacho,male
2016,U.S. Virgin Islands3,Juan Babauta,male
2016,U.S. Virgin Islands3,Jesus Borja,male
2016,U.S. Virgin Islands4,Donna Christian-Christensen,male
2016,U.S. Virgin Islands4,Jeffrey Moorhead,male
2016,U.S. Virgin Islands4,Vincent Emile Danet,male
2016,U.S. Virgin Islands4,Guillaume Mimoun,male
2018,Alabama 1,Jo Bonner,male
2018,Alabama 1,David Walter,male
2018,Alabama 2,Martha Roby,male
2018,Alabama 2,Bobby Bright,male
2018,Alabama 3,Mike Rogers,male
2018,Alabama 3,Steve Segrest,male
2018,Alabama 4,Mo Brooks,male
2018,Alabama 4,Steve Raby,male
2018,Alabama 5,Terri Sewell,male
2018,Alabama 5,Don Chamberlain,male
2018,Alaska at-large1,Don Young,male
2018,Alaska at-large1,Harry Crawford,male
2018,Arizona 1,Paul Gosar,male
2018,Arizona 1,Ann Kirkpatrick,male
2018,Arizona 1,Nicole Patti,male
2018,Arizona 2,Trent Franks,male
2018,Arizona 2,John Thrasher,male
2018,Arizona 2,Powell Gammill,male
2018,Arizona 3,Ben Quayle,male
2018,Arizona 3,Jon Hulburd,male
2018,Arizona 3,Michael Shoen,male
2018,Arizona 3,Leonard Clark,male
2018,Arizona 4,Ed Pastor,male
2018,Arizona 4,Janet Contreras,male
2018,Arizona 4,Joe Cobb,male
2018,Arizona 4,Rebecca DeWitt,male
2018,Arizona 5,David Schweikert,male
2018,Arizona 5,Harry Mitchell,male
2018,Arizona 5,Nick Coons,male
2018,Arizona 6,Jeff Flake,male
2018,Arizona 6,Rebecca Schneider,male
2018,Arizona 6,Richard Grayson,male
2018,Arizona 6,Darell Tapp,male
2018,Arizona 7,Raul Grijalva,male
2018,Arizona 7,Ruth McClung,male
2018,Arizona 7,Harley Meyer,male
2018,Arizona 7,George Keane,male
2018,Arizona 8,Gabrielle Giffords,male
2018,Arizona 8,Jesse Kelly,male
2018,Arizona 8,Steven Stoltz,male
2018,Arkansas 1,Rick Crawford,male
2018,Arkansas 1,Chad Causey,male
2018,Arkansas 1,Ken Adler,male
2018,Arkansas 2,Tim Griffin,male
2018,Arkansas 2,Joyce Elliott,male
2018,Arkansas 2,Lance Levi,male
2018,Arkansas 2,Lewis Kennedy,male
2018,Arkansas 3,Steve Womack,male
2018,Arkansas 3,David Whitaker,male
2018,Arkansas 4,Mike Ross,male
2018,Arkansas 4,Beth Anne Rankin,male
2018,Arkansas 4,Joshua Drake,male
2018,California 1,Mike Thompson,male
2018,California 1,Loren Hanks,male
2018,California 1,Carol Wolman,male
2018,California 1,Mike Rodrigues,male
2018,California 2,Wally Herger,male
2018,California 2,Jim Reed,male
2018,California 2,Mark A. Jensen,male
2018,California 3,Dan Lungren,male
2018,California 3,Ami Bera,male
2018,California 3,Jerry Leidecker,male
2018,California 3,Douglas Arthur Tuma,male
2018,California 3,Mike Roskey,male
2018,California 4,Tom McClintock,male
2018,California 4,Clint Curtis,male
2018,California 4,Ben Emery,male
2018,California 5,Doris Matsui,male
2018,California 5,Paul Smith,male
2018,California 5,Gerald Allen Frink,male
2018,California 6,Lynn Woolsey,male
2018,California 6,Jim Judd,male
2018,California 6,Eugene Ruyle,male
2018,California 6,Joel Smolen,male
2018,California 7,George Miller,male
2018,California 7,Rick Tubbs,male
2018,California 8,Nancy Pelosi,male
2018,California 8,John Dennis,male
2018,California 8,Gloria La Riva,male
2018,California 8,Philip Berg,male
2018,California 8,Summer Shields,male
2018,California 9,Barbara Lee,male
2018,California 9,Gerald Hashimoto,male
2018,California 9,Dave Heller,male
2018,California 9,James Eyer,male
2018,California 9,Larry Allen,male
2018,California 10,John Garamendi,male
2018,California 10,Gary Clift,male
2018,California 10,Jeremy Cloward,male
2018,California 11,Jerry McNerney,male
2018,California 11,David Harmer,male
2018,California 11,David Christensen,male
2018,California 11,Robert Beadles,male
2018,California 12,Jackie Speier,male
2018,California 12,Mike Moloney,male
2018,California 12,Mark Paul Williams,male
2018,California 12,Joseph Michael Harding,male
2018,California 13,Pete Stark,male
2018,California 13,Forest Baker,male
2018,California 13,Chris Pareja,male
2018,California 14,Anna Eshoo,male
2018,California 14,Dave Chapman,male
2018,California 14,Paul Lazaga,male
2018,California 15,Mike Honda,male
2018,California 15,Scott Kirkland,male
2018,California 16,Zoe Lofgren,male
2018,California 16,Daniel Sahagún,male
2018,California 16,Edward Gonzalez,male
2018,California 17,Sam Farr,male
2018,California 17,Jeff Taylor,male
2018,California 17,Mary Larkin,male
2018,California 17,Eric Petersen,male
2018,California 17,Ronald P. Kabat,male
2018,California 18,Dennis Cardoza,male
2018,California 18,Michael Clarke Berryhill,male
2018,California 19,Jeff Denham,male
2018,California 19,Loraine Goodwin,male
2018,California 19,Les Marsden,male
2018,California 20,Jim Costa,male
2018,California 20,Andy Vidak,male
2018,California 21,Kevin McCarthy,male
2018,California 21,John Uebersax,male
2018,California 22,Lois Capps,male
2018,California 22,Tom Watson,male
2018,California 22,John Hager,male
2018,California 22,Darrell Stafford,male
2018,California 23,Elton Gallegly,male
2018,California 23,Timothy Allison,male
2018,California 24,Howard McKeon,male
2018,California 24,Jackie Conaway,male
2018,California 25,David Dreier,male
2018,California 25,Russ Warner,male
2018,California 25,David Miller,male
2018,California 25,Randall Weissbuch,male
2018,California 26,Brad Sherman,male
2018,California 26,Mark Reed,male
2018,California 27,Howard Berman,male
2018,California 27,Merlin Froyd,male
2018,California 27,Carlos Rodriguez,male
2018,California 28,Adam Schiff,male
2018,California 28,John Colbert,male
2018,California 28,William Cushing,male
2018,California 29,Henry Waxman,male
2018,California 29,Chuck Wilkerson,male
2018,California 29,Erich Miller,male
2018,California 29,Richard Castaldo,male
2018,California 30,Xavier Becerra,male
2018,California 30,Stephen Smith,male
2018,California 30,Sal Genovese,male
2018,California 31,Judy Chu,male
2018,California 31,Ed Schmerling,male
2018,California 32,Karen Bass,male
2018,California 32,James Andion,male
2018,California 32,Mervin Leon Evans 0.0,male
2018,California 33,Lucille Roybal-Allard,male
2018,California 33,Wayne Miller,male
2018,California 34,Maxine Waters,male
2018,California 34,Bruce Brown,male
2018,California 34,Suleiman Charles Edmonson,male
2018,California 35,Jane Harman,male
2018,California 35,Mattie Fein,male
2018,California 35,Herb Peters,male
2018,California 36,Laura Richardson,male
2018,California 36,Star Parker,male
2018,California 36,Nicholas Dibs,male
2018,California 37,Grace Napolitano,male
2018,California 37,Robert Vaughn,male
2018,California 38,Linda Sánchez,male
2018,California 38,Larry Andre,male
2018,California 38,John Smith,male
2018,California 39,Ed Royce,male
2018,California 39,Christina Avalos,male
2018,California 40,Jerry Lewis,male
2018,California 40,Pat Meagher,male
2018,California 40,Pamela Zander,male
2018,California 41,Gary Miller,male
2018,California 41,Michael Williamson,male
2018,California 41,Mark Lambert,male
2018,California 42,Joe Baca,male
2018,California 42,Scott Folkens,male
2018,California 43,Ken Calvert,male
2018,California 43,Bill Hedrick,male
2018,California 44,Mary Bono Mack,male
2018,California 44,Steve Pougnet,male
2018,California 44,Bill Lussenheide,male
2018,California 45,Dana Rohrabacher,male
2018,California 45,Ken Arnold,male
2018,California 45,Jay Shah,male
2018,California 46,Loretta Sanchez,male
2018,California 46,Van Tran,male
2018,California 46,Ceci Iglesias,male
2018,California 47,John Campbell,male
2018,California 47,Beth Krom,male
2018,California 47,Mike Binkley,male
2018,California 48,Darrell Issa,male
2018,California 48,Howard Katz,male
2018,California 48,Dion Clark,male
2018,California 48,Mike Paster,male
2018,California 49,Brian Bilbray,male
2018,California 49,Francine Busby,male
2018,California 49,Lars Grossmith,male
2018,California 49,Miriam Clark,male
2018,California 50,Bob Filner,male
2018,California 50,Nick Popaditch,male
2018,California 50,Marcus Shapiro,male
2018,California 51,Duncan D. Hunter,male
2018,California 51,Ray Lutz,male
2018,California 51,Michael Benoit,male
2018,California 52,Susan Davis,male
2018,California 52,Michael Crimmins,male
2018,California 52,Paul Dekker,male
2018,Colorado 1,Diana DeGette,male
2018,Colorado 1,Mike Fallon,male
2018,Colorado 1,Gary Swing,male
2018,Colorado 1,Clint Jones,male
2018,Colorado 1,Chris Styskal,male
2018,Colorado 2,Jared Polis,male
2018,Colorado 2,Stephen Bailey,male
2018,Colorado 2,Jenna Goss,male
2018,Colorado 2,Curtis Harris,male
2018,Colorado 3,Scott Tipton,male
2018,Colorado 3,John Salazar,male
2018,Colorado 3,Gregory Gilman,male
2018,Colorado 3,Jake Segrest,male
2018,Colorado 4,Cory Gardner,male
2018,Colorado 4,Betsy Markey,male
2018,Colorado 4,Doug Aden,male
2018,Colorado 4,Ken Waskiewicz,male
2018,Colorado 5,Doug Lamborn,male
2018,Colorado 5,Kevin Bradley,male
2018,Colorado 5,Brian Scott,male
2018,Colorado 5,Jerrell Klaver,male
2018,Colorado 6,Mike Coffman,male
2018,Colorado 6,John Flerlage,male
2018,Colorado 6,Rob McNealy,male
2018,Colorado 7,Ed Perlmutter,male
2018,Colorado 7,Ryan Frazier,male
2018,Colorado 7,Buck Bailey,male
2018,Connecticut 1,John Larson,male
2018,Connecticut 1,Ann Brickley,male
2018,Connecticut 1,Kenneth Krayeske,male
2018,Connecticut 1,Christopher Hutchinson,male
2018,Connecticut 2,Joe Courtney,male
2018,Connecticut 2,Janet Peckinpaugh,male
2018,Connecticut 2,Scott Deshefy,male
2018,Connecticut 3,Rosa DeLauro,male
2018,Connecticut 3,Larry Labriola,male
2018,Connecticut 3,Charles Pillsbury,male
2018,Connecticut 4,Jim Himes,male
2018,Connecticut 4,Dan Debicella,male
2018,Connecticut 5,Chris Murphy,male
2018,Connecticut 5,Sam Caligiuri,male
2018,Delaware at-large1,John Carney,male
2018,Delaware at-large1,Glen Urquhart,male
2018,Delaware at-large1,Earl Lofland,male
2018,Delaware at-large1,Brent Wangen,male
2018,Delaware at-large1,Jeffrey Brown,male
2018,Florida 1,Jeff Miller,male
2018,Florida 1,Joe Cantrell,male
2018,Florida 1,John Krause,male
2018,Florida 1,Jim Bryan,male
2018,Florida 2,Steve Southerland,male
2018,Florida 2,Allen Boyd,male
2018,Florida 2,Paul McKain,male
2018,Florida 2,Dianne Berryhill,male
2018,Florida 3,Corrine Brown,male
2018,Florida 3,Mike Yost,male
2018,Florida 3,Terry Martin-Black,male
2018,Florida 4,Ander Crenshaw,male
2018,Florida 4,Troy Stanley,male
2018,Florida 5,Rich Nugent,male
2018,Florida 5,Jim Piccillo,male
2018,Florida 6,Cliff Stearns,male
2018,Florida 6,Steve Schonberg,male
2018,Florida 7,John Mica,male
2018,Florida 7,Heather Beaven,male
2018,Florida 8,Dan Webster,male
2018,Florida 8,Alan Grayson,male
2018,Florida 8,Peg Dunmire,male
2018,Florida 8,George Metcalfe,male
2018,Florida 9,Gus Bilirakis,male
2018,Florida 9,Anita de Palma,male
2018,Florida 10,Bill Young,male
2018,Florida 10,Charlie Justice,male
2018,Florida 11,Kathy Castor,male
2018,Florida 11,Mike Prendergast,male
2018,Florida 12,Dennis Ross,male
2018,Florida 12,Lori Edwards,male
2018,Florida 12,Randy Wilkinson,male
2018,Florida 13,Vern Buchanan,male
2018,Florida 13,James Golden,male
2018,Florida 14,Connie Mack,male
2018,Florida 14,James Lloyd Roach,male
2018,Florida 14,William Maverick St. Claire,male
2018,Florida 15,Bill Posey,male
2018,Florida 15,Shannon Roberts,male
2018,Florida 16,Tom Rooney,male
2018,Florida 16,Jim Horn,male
2018,Florida 17,Frederica Wilson,male
2018,Florida 17,Roderick Vereen,male
2018,Florida 18,Ileana Ros-Lehtinen,male
2018,Florida 18,Rolando Banciella,male
2018,Florida 19,Ted Deutch,male
2018,Florida 19,Joe Budd,male
2018,Florida 20,Debbie Wasserman Schultz,male
2018,Florida 20,Karen Harrington,male
2018,Florida 20,Stanley Blumenthal,male
2018,Florida 20,Robert Kunst,male
2018,Florida 21,Allen West,male
2018,Florida 21,Ron Klein,male
2018,Florida 22,Alcee Hastings,male
2018,Florida 22,Bernard Sansaricq,male
2018,Florida 23,Sandy Adams,male
2018,Florida 23,Suzanne Kosmas,male
2018,Florida 24,David Rivera,male
2018,Florida 24,Joe Garcia,male
2018,Florida 24,Roly Arroyo,male
2018,Florida 24,Craig Porter,male
2018,Georgia 1,Jack Kingston,male
2018,Georgia 1,Oscar Harris,male
2018,Georgia 2,Sanford Bishop,male
2018,Georgia 2,Mike Keown,male
2018,Georgia 3,Lynn Westmoreland,male
2018,Georgia 3,Frank Saunders,male
2018,Georgia 4,Hank Johnson,male
2018,Georgia 4,Liz Carter,male
2018,Georgia 5,John Lewis,male
2018,Georgia 5,Fenn Little,male
2018,Georgia 6,Rob Woodall,male
2018,Georgia 6,Doug Heckman,male
2018,Georgia 7,Austin Scott,male
2018,Georgia 7,Jim Marshall,male
2018,Georgia 8,Paul Broun,male
2018,Georgia 8,Russell Edwards,male
2018,Georgia 9,John Barrow,male
2018,Georgia 9,Raymond McKinney,male
2018,Georgia 10,David Scott,male
2018,Georgia 10,Mike Crane,male
2018,Hawaii 1,Colleen Hanabusa,male
2018,Hawaii 1,Charles Djou,male
2018,Hawaii 2,Mazie Hirono,male
2018,Hawaii 2,John Willoughby,male
2018,Hawaii 2,Patric Brock,male
2018,Hawaii 2,Andrew Von Sonn,male
2018,Idaho 1,Raúl Labrador,male
2018,Idaho 1,Walt Minnick,male
2018,Idaho 1,Dave Olson,male
2018,Idaho 1,Mike Washburn,male
2018,Idaho 2,Mike Simpson,male
2018,Idaho 2,Mike Crawford,male
2018,Idaho 2,Brian Schad,male
2018,Illinois 1,Bobby Rush,male
2018,Illinois 1,Ray Wardingley,male
2018,Illinois 1,Jeff Adams,male
2018,Illinois 2,Jesse Jackson Jr.,male
2018,Illinois 2,Isaac C. Hayes,male
2018,Illinois 2,Anthony Williams,male
2018,Illinois 3,Dan Lipinski,male
2018,Illinois 3,Michael Bendas,male
2018,Illinois 3,Laurel Lambert Schmidt,male
2018,Illinois 4,Luis Gutiérrez,male
2018,Illinois 4,Israel Vázquez,male
2018,Illinois 4,Robert J. Burns,male
2018,Illinois 5,Michael Quigley,male
2018,Illinois 5,David Ratowitz,male
2018,Illinois 5,Matthew Reichel,male
2018,Illinois 6,Peter Roskam,male
2018,Illinois 6,Benjamin Lowe,male
2018,Illinois 7,Danny Davis,male
2018,Illinois 7,Mark Weiman,male
2018,Illinois 7,Clarence Desmond Clemons,male
2018,Illinois 8,Joe Walsh,male
2018,Illinois 8,Melissa Bean,male
2018,Illinois 8,Bill Scheurer,male
2018,Illinois 9,Jan Schakowsky,male
2018,Illinois 9,Joel Pollak,male
2018,Illinois 9,Simon Ribeiro,male
2018,Illinois 10,Robert Dold,male
2018,Illinois 10,Daniel Seals,male
2018,Illinois 11,Adam Kinzinger,male
2018,Illinois 11,Debbie Halvorson,male
2018,Illinois 12,Jerry Costello,male
2018,Illinois 12,Teri Newman,male
2018,Illinois 12,Rodger Jennings,male
2018,Illinois 13,Judy Biggert,male
2018,Illinois 13,Scott Harper,male
2018,Illinois 14,Randy Hultgren,male
2018,Illinois 14,Bill Foster,male
2018,Illinois 14,Daniel Kairis,male
2018,Illinois 15,Tim Johnson,male
2018,Illinois 15,David Gill,male
2018,Illinois 16,Donald Manzullo,male
2018,Illinois 16,George Gaulrapp,male
2018,Illinois 16,Terry Campbell,male
2018,Illinois 17,Bobby Schilling,male
2018,Illinois 17,Phil Hare,male
2018,Illinois 17,Roger Davis,male
2018,Illinois 18,Aaron Schock,male
2018,Illinois 18,D.K. Hirner,male
2018,Illinois 18,Sheldon Schafer,male
2018,Illinois 19,John Shimkus,male
2018,Illinois 19,Tim Bagwell,male
2018,Indiana 1,Pete Visclosky,male
2018,Indiana 1,Mark Leyva,male
2018,Indiana 1,Jon Morris,male
2018,Indiana 2,Joe Donnelly,male
2018,Indiana 2,Jackie Walorski,male
2018,Indiana 2,Mark Vogel,male
2018,Indiana 3,Marlin Stutzman,male
2018,Indiana 3,Tom Hayhurst,male
2018,Indiana 3,Scott Wise,male
2018,Indiana 4,Marlin Stutzman,male
2018,Indiana 4,Tom Hayhurst,male
2018,Indiana 4,Scott Wise,male
2018,Indiana 5,Todd Rokita,male
2018,Indiana 5,David Sanders,male
2018,Indiana 5,John Duncan,male
2018,Indiana 6,Dan Burton,male
2018,Indiana 6,Tim Crawford,male
2018,Indiana 6,Richard Reid,male
2018,Indiana 6,Jesse Trueblood,male
2018,Indiana 7,Mike Pence,male
2018,Indiana 7,Barry Welsh,male
2018,Indiana 7,T. J. Thompson Jr.,male
2018,Indiana 8,André Carson,male
2018,Indiana 8,Marvin Scott,male
2018,Indiana 8,Dav Wilson,male
2018,Indiana 9,Larry Bucshon,male
2018,Indiana 9,Trent VanHaaften,male
2018,Indiana 9,John Cunningham,male
2018,Indiana 10,Todd Young,male
2018,Indiana 10,Baron Hill,male
2018,Indiana 10,Greg Knott,male
2018,Iowa 1,Bruce Braley,male
2018,Iowa 1,Benjamin Lange,male
2018,Iowa 1,Rob Petsche,male
2018,Iowa 1,Jason Faulkner,male
2018,Iowa 2,David Loebsack,male
2018,Iowa 2,Mariannette Miller-Meeks,male
2018,Iowa 2,Gary Sicard,male
2018,Iowa 2,Jon Tack,male
2018,Iowa 3,Leonard Boswell,male
2018,Iowa 3,Brad Zaun,male
2018,Iowa 3,Rebecca Williamson,male
2018,Iowa 4,Tom Latham,male
2018,Iowa 4,Bill Maske,male
2018,Iowa 4,Dan Lensing,male
2018,Iowa 5,Steve King,male
2018,Iowa 5,Matt Campbell,male
2018,Iowa 5,Martin James Monroe,male
2018,Kansas 1,Tim Huelskamp,male
2018,Kansas 1,Alan Jilka,male
2018,Kansas 1,Jack Warner,male
2018,Kansas 2,Lynn Jenkins,male
2018,Kansas 2,Cheryl Hudspeth,male
2018,Kansas 2,Robert Garrard,male
2018,Kansas 3,Kevin Yoder,male
2018,Kansas 3,Stephene Moore,male
2018,Kansas 3,Jasmin Talbert,male
2018,Kansas 4,Mike Pompeo,male
2018,Kansas 4,Raj Goyle,male
2018,Kansas 4,Susan Ducey,male
2018,Kansas 4,Shawn Smith,male
2018,Kentucky 1,Ed Whitfield,male
2018,Kentucky 1,Charles Kendall Hatchett,male
2018,Kentucky 2,Brett Guthrie,male
2018,Kentucky 2,Ed Marksberry,male
2018,Kentucky 3,John Yarmuth,male
2018,Kentucky 3,Todd Lally,male
2018,Kentucky 3,Edward Martin,male
2018,Kentucky 3,Michael Hansen,male
2018,Kentucky 4,Geoff Davis,male
2018,Kentucky 4,John Waltz,male
2018,Kentucky 5,Hal Rogers,male
2018,Kentucky 5,Jim Holbert,male
2018,Kentucky 6,Ben Chandler,male
2018,Kentucky 6,Andy Barr,male
2018,Louisiana 1,Steve Scalise,male
2018,Louisiana 1,Myron Katz,male
2018,Louisiana 1,Arden Wells,male
2018,Louisiana 2,Cedric Richmond,male
2018,Louisiana 2,Joseph Cao,male
2018,Louisiana 2,Anthony Marquize,male
2018,Louisiana 2,Jack Radosta,male
2018,Louisiana 3,Jeff Landry,male
2018,Louisiana 3,Ravi Sangisetty,male
2018,Louisiana 4,John Fleming,male
2018,Louisiana 4,David Melville,male
2018,Louisiana 4,Artis Cash,male
2018,Louisiana 5,Rodney Alexander,male
2018,Louisiana 5,Tom Gibbs,male
2018,Louisiana 6,Bill Cassidy,male
2018,Louisiana 6,Merritt McDonald,male
2018,Maine 1,Chellie Pingree,male
2018,Maine 1,Dean Peter Scontras,male
2018,Maine 2,Mike Michaud,male
2018,Maine 2,Jason Levesque,male
2018,Maryland 1,Andy Harris,male
2018,Maryland 1,Frank Kratovil,male
2018,Maryland 1,Richard James Davis,male
2018,Maryland 2,Dutch Ruppersberger,male
2018,Maryland 2,Marcello Cardarelli,male
2018,Maryland 2,Lorenzo Gaztanaga,male
2018,Maryland 3,John Sarbanes,male
